sample_key,gold_answer,reasoner_answer,final_answer,reasoner_correct,final_correct
qa_1305,B,B,B,1,1
medqa_5618,B,B,B,1,1
qa_8744,A,A,A,1,1
qa_8645,C,C,C,1,1
medqa_5835,B,B,B,1,1
qa_2594,C,C,C,1,1
qa_2865,A,A,A,1,1
qa_8632,A,A,A,1,1
qa_3073,A,A,A,1,1
qa_6173,A,A,A,1,1
MedXpertQA_55,J,C,C,0,0
medqa_4314,C,C,C,1,1
qa_3040,A,D,D,0,0
medqa_7484,D,A,A,0,0
medqa_4114,D,D,D,1,1
qa_7808,D,D,D,1,1
medqa_4326,D,D,D,1,1
qa_6150,C,C,C,1,1
medqa_4655,D,D,D,1,1
qa_8756,C,C,C,1,1
qa_2476,D,D,D,1,1
MMLU_1071,D,D,D,1,1
qa_4743,B,A,A,0,0
medqa_4367,C,C,C,1,1
qa_8365,C,C,C,1,1
qa_3138,B,B,B,1,1
qa_6092,C,C,C,1,1
medqa_5829,A,A,A,1,1
MMLU_936,C,C,C,1,1
huatuo_1584,D,D,D,1,1
medqa_5224,B,B,B,1,1
medqa_4548,C,C,C,1,1
qa_437,D,D,D,1,1
qa_3784,A,A,A,1,1
huatuo_1565,B,B,B,1,1
qa_2514,D,A,A,0,0
qa_2852,A,A,A,1,1
qa_625,A,A,A,1,1
medqa_5176,B,B,B,1,1
qa_6885,A,A,A,1,1
qa_3447,B,B,B,1,1
medqa_7331,C,B,C,0,1
qa_3679,C,C,C,1,1
MedXpertQA_493,G,I,I,0,0
medqa_7000,A,C,D,0,0
medqa_4319,B,B,B,1,1
medqa_7044,A,B,B,0,0
qa_5041,C,C,C,1,1
MedXpertQA_471,I,J,J,0,0
medqa_392,A,A,A,1,1
qa_6422,D,A,A,0,0
qa_3507,B,B,B,1,1
qa_1361,A,B,B,0,0
qa_3573,A,A,A,1,1
MedXpertQA_293,F,H,H,0,0
qa_5821,C,C,C,1,1
MedXpertQA_428,D,C,C,0,0
qa_4599,A,A,A,1,1
qa_2880,B,B,B,1,1
medqa_806,B,B,B,1,1
qa_7629,C,C,C,1,1
medqa_4832,C,C,C,1,1
qa_3164,A,A,A,1,1
huatuo_1543,A,A,A,1,1
medqa_5525,C,A,A,0,0
qa_1027,D,D,D,1,1
qa_2435,D,D,D,1,1
qa_611,A,A,A,1,1
huatuo_7517,D,D,D,1,1
qa_1747,A,A,A,1,1
huatuo_4553,D,D,D,1,1
qa_3279,A,A,A,1,1
medqa_6578,B,B,B,1,1
qa_1569,B,B,B,1,1
qa_3361,D,D,D,1,1
medqa_7478,D,D,D,1,1
medqa_784,D,D,D,1,1
medmcqa_884,A,A,A,1,1
qa_4704,B,B,B,1,1
qa_3400,D,C,C,0,0
medqa_7535,B,B,B,1,1
medqa_4928,A,A,A,1,1
huatuo_1030,B,A,A,0,0
qa_4436,A,A,A,1,1
qa_3412,D,D,D,1,1
medqa_171,B,B,B,1,1
qa_295,A,B,B,0,0
medqa_5068,D,B,B,0,0
qa_9166,C,C,C,1,1
qa_3063,C,C,C,1,1
MMLU_1044,C,C,C,1,1
medqa_5447,C,C,C,1,1
qa_6409,B,B,B,1,1
medqa_6014,D,D,D,1,1
MedXpertQA_9,B,E,E,0,0
pubmedqa_artificial_1252,A,B,B,0,0
medqa_910,C,C,C,1,1
huatuo_5443,B,B,B,1,1
medqa_6692,A,A,A,1,1
medqa_4801,D,D,D,1,1
MedXpertQA_449,H,G,G,0,0
huatuo_8239,B,C,C,0,0
MedXpertQA_885,C,J,J,0,0
qa_1472,D,D,D,1,1
qa_2552,C,C,C,1,1
qa_5367,A,A,A,1,1
huatuo_8978,A,A,A,1,1
qa_7856,D,D,D,1,1
qa_6258,B,B,B,1,1
qa_6087,B,B,B,1,1
qa_8953,B,B,B,1,1
medqa_4962,B,B,B,1,1
qa_1074,C,C,C,1,1
qa_3641,C,C,C,1,1
qa_2986,B,B,B,1,1
medqa_481,C,C,C,1,1
qa_3070,D,D,D,1,1
medqa_5591,D,D,D,1,1
medqa_353,A,A,A,1,1
qa_4016,D,D,D,1,1
qa_1053,C,C,C,1,1
qa_8513,D,D,D,1,1
medqa_7520,B,A,A,0,0
MedXpertQA_354,G,G,G,1,1
qa_1443,D,D,D,1,1
qa_7360,B,B,B,1,1
medqa_7187,D,D,D,1,1
qa_7919,A,A,A,1,1
medqa_828,C,C,C,1,1
qa_5259,B,B,B,1,1
qa_1300,B,B,B,1,1
medqa_5039,C,B,B,0,0
medmcqa_3277,C,C,C,1,1
huatuo_5458,D,A,A,0,0
MedXpertQA_3,I,C,C,0,0
medqa_805,A,A,A,1,1
medqa_5646,D,D,D,1,1
qa_8971,B,B,B,1,1
qa_6171,B,B,B,1,1
qa_7730,C,C,C,1,1
qa_1512,B,B,B,1,1
huatuo_5568,E,A,A,0,0
qa_2123,D,D,D,1,1
medqa_89,A,B,B,0,0
medqa_321,B,B,B,1,1
medmcqa_2711,B,C,C,0,0
huatuo_7861,C,C,C,1,1
qa_9389,C,A,C,0,1
medqa_5263,B,B,B,1,1
qa_2020,C,C,C,1,1
MedXpertQA_360,A,F,F,0,0
medqa_91,D,D,D,1,1
qa_3902,D,B,B,0,0
MMLU_937,C,C,C,1,1
huatuo_8749,B,B,B,1,1
medqa_719,D,D,D,1,1
medqa_6902,C,A,A,0,0
qa_1492,A,A,A,1,1
medqa_5612,C,C,C,1,1
qa_2595,B,B,B,1,1
qa_1627,B,B,B,1,1
medqa_811,A,A,A,1,1
qa_2791,B,B,B,1,1
MedXpertQA_153,D,D,D,1,1
medqa_6981,A,A,A,1,1
qa_3927,D,D,D,1,1
medqa_380,C,C,C,1,1
medqa_310,A,D,D,0,0
medqa_4189,C,C,C,1,1
medqa_7268,B,B,B,1,1
medqa_4107,B,B,B,1,1
medqa_554,C,C,C,1,1
qa_3515,C,C,C,1,1
qa_5316,D,D,D,1,1
qa_3529,B,B,B,1,1
qa_2517,C,C,C,1,1
qa_8970,C,C,C,1,1
MedXpertQA_536,B,C,C,0,0
qa_1632,A,A,A,1,1
medqa_7241,C,C,C,1,1
qa_1726,B,A,A,0,0
qa_3719,B,D,D,0,0
medqa_7442,A,C,C,0,0
qa_7745,B,B,B,1,1
medqa_699,C,C,C,1,1
qa_5823,D,D,D,1,1
qa_5173,B,B,B,1,1
medqa_158,D,C,C,0,0
medqa_4552,C,D,D,0,0
qa_8361,B,B,B,1,1
qa_3422,B,B,B,1,1
medqa_4803,B,B,B,1,1
medqa_4660,D,D,D,1,1
qa_3672,A,A,A,1,1
medqa_6955,A,A,A,1,1
qa_9391,C,C,C,1,1
medqa_6593,C,C,C,1,1
qa_2597,B,B,B,1,1
qa_5880,A,A,A,1,1
medqa_634,C,C,C,1,1
medqa_552,B,D,D,0,0
huatuo_8335,C,B,B,0,0
qa_9101,B,B,B,1,1
qa_1889,D,D,D,1,1
MedXpertQA_550,A,C,C,0,0
qa_4874,A,A,A,1,1
qa_9277,B,B,B,1,1
qa_1267,B,A,A,0,0
huatuo_8397,D,D,D,1,1
medqa_7005,B,B,B,1,1
medqa_6922,A,A,A,1,1
qa_1861,D,C,C,0,0
qa_3750,A,A,A,1,1
medqa_688,B,B,B,1,1
qa_6247,A,A,A,1,1
MedXpertQA_214,B,E,E,0,0
qa_2582,D,D,D,1,1
huatuo_4133,A,A,A,1,1
qa_8686,C,C,C,1,1
qa_6098,B,B,B,1,1
qa_3944,B,B,B,1,1
medqa_6978,C,C,C,1,1
medqa_213,A,A,A,1,1
qa_4712,A,A,A,1,1
huatuo_6001,B,B,B,1,1
MedXpertQA_21,E,E,E,1,1
qa_5175,C,C,C,1,1
qa_8949,C,C,C,1,1
qa_6324,A,C,A,0,1
qa_3117,B,B,B,1,1
medqa_138,A,A,A,1,1
qa_2792,B,B,B,1,1
qa_6751,A,A,A,1,1
qa_8032,A,A,A,1,1
qa_9317,C,C,C,1,1
qa_6033,B,B,B,1,1
qa_5814,B,B,B,1,1
qa_2096,A,C,C,0,0
qa_1737,A,A,A,1,1
qa_1047,B,C,C,0,0
qa_7700,B,B,B,1,1
qa_1511,A,A,A,1,1
medqa_5071,C,C,C,1,1
medqa_579,B,B,B,1,1
MMLU_824,C,C,C,1,1
medqa_5749,B,B,B,1,1
qa_2761,D,D,D,1,1
qa_600,A,A,A,1,1
medmcqa_1173,B,B,B,1,1
medqa_486,C,C,C,1,1
medqa_5485,D,D,D,1,1
MedXpertQA_991,C,D,D,0,0
qa_3313,C,C,C,1,1
MedXpertQA_642,G,D,D,0,0
qa_3822,C,B,B,0,0
medqa_4475,B,B,B,1,1
qa_3828,B,B,B,1,1
qa_1898,A,A,A,1,1
qa_8958,B,B,B,1,1
medqa_363,B,A,A,0,0
medqa_5674,A,A,A,1,1
qa_4493,B,B,B,1,1
qa_1873,A,A,A,1,1
medqa_786,D,D,D,1,1
MedXpertQA_402,J,A,A,0,0
qa_3000,B,A,B,0,1
qa_2133,B,B,B,1,1
qa_1230,C,C,C,1,1
MedXpertQA_961,F,F,F,1,1
pubmedqa_artificial_7793,A,A,B,1,0
qa_2909,D,D,D,1,1
qa_8934,D,D,D,1,1
qa_2385,C,C,C,1,1
medqa_5622,D,D,D,1,1
qa_9201,D,D,D,1,1
medmcqa_1399,B,B,B,1,1
MedXpertQA_761,I,J,J,0,0
qa_1642,B,B,B,1,1
MedXpertQA_883,E,E,E,1,1
qa_3012,A,A,A,1,1
medqa_4641,C,C,C,1,1
qa_6882,D,D,D,1,1
qa_314,A,B,B,0,0
qa_1753,C,C,C,1,1
qa_5972,A,A,A,1,1
qa_2163,D,D,D,1,1
qa_3782,A,A,A,1,1
medmcqa_2026,A,A,A,1,1
qa_1614,B,C,C,0,0
medqa_669,C,D,D,0,0
qa_4013,B,B,B,1,1
qa_1819,C,C,C,1,1
qa_2173,A,A,A,1,1
qa_4847,C,C,C,1,1
qa_5093,C,C,C,1,1
qa_8918,B,B,B,1,1
