sample_key,gold_answer,reasoner_correct_qwen_nopc,final_correct_qwen_nopc,final_answer_qwen_nopc,reasoner_correct_qwen_wpc,final_correct_qwen_wpc,final_answer_qwen_wpc
qa_3960,B,0,1,B,0,1,B
qa_3964,A,1,1,A,1,1,A
qa_3965,A,1,1,A,1,1,A
qa_3972,D,1,1,D,1,0,B
qa_3978,B,0,0,D,0,1,B
qa_3980,D,1,1,D,1,1,D
qa_3982,D,0,1,D,0,1,D
qa_3983,B,1,1,B,1,1,B
qa_3992,D,1,1,D,1,1,D
qa_400,A,1,1,A,1,1,A
qa_4002,B,1,1,B,1,1,B
qa_4003,D,1,1,D,1,1,D
qa_4013,B,1,1,B,1,1,B
qa_4015,D,1,1,D,1,1,D
qa_4016,D,1,1,D,1,1,D
qa_4021,C,1,1,C,1,1,C
qa_4025,B,1,1,B,1,1,B
qa_4027,D,1,1,D,1,1,D
qa_4028,C,1,1,C,1,1,C
qa_4029,B,0,0,D,0,0,D
qa_4034,D,0,1,D,0,1,D
qa_4039,B,1,1,B,1,1,B
qa_4055,D,1,1,D,1,1,D
qa_4078,C,1,1,C,1,1,C
qa_4086,A,1,1,A,1,1,A
qa_4113,A,1,1,A,1,1,A
qa_4132,B,1,1,B,1,1,B
qa_4141,D,1,1,D,1,1,D
qa_4151,C,0,1,C,0,1,C
qa_4165,A,1,1,A,1,1,A
qa_4190,C,0,0,A,0,0,A
qa_4215,D,1,1,D,1,1,D
qa_4226,C,0,0,A,0,0,A
qa_425,E,1,1,E,1,1,E
qa_4252,B,1,1,B,1,1,B
qa_4253,A,1,1,A,1,1,A
qa_4257,A,1,1,A,1,1,A
qa_4264,D,1,1,D,1,1,D
qa_427,B,1,1,B,1,1,B
qa_4270,B,1,1,B,1,1,B
qa_4298,D,1,1,D,1,1,D
qa_4303,C,1,1,C,1,1,C
qa_4307,B,1,1,B,1,1,B
qa_4311,B,1,1,B,1,1,B
qa_4345,A,0,1,A,0,0,B
qa_4346,A,1,1,A,1,1,A
qa_437,D,1,1,D,1,1,D
qa_4378,B,1,1,B,1,1,B
qa_4380,D,1,1,D,1,1,D
qa_4409,A,1,1,A,1,1,A
qa_4419,A,1,1,A,1,1,A
qa_4424,C,1,1,C,1,1,C
qa_4436,A,1,1,A,1,1,A
qa_4440,A,1,1,A,1,1,A
qa_4472,A,0,1,A,0,0,B
qa_4474,A,1,1,A,1,1,A
qa_4476,A,1,1,A,1,1,A
qa_4493,B,1,1,B,1,1,B
qa_4501,D,1,1,D,1,1,D
qa_4511,D,1,1,D,1,1,D
qa_4519,D,1,1,D,1,1,D
qa_4527,D,1,1,D,1,1,D
qa_453,C,1,1,C,1,1,C
qa_4537,A,1,1,A,1,1,A
qa_4554,C,1,1,C,1,1,C
qa_4560,A,1,1,A,1,1,A
qa_4592,B,0,0,D,0,0,D
qa_4599,A,1,1,A,1,1,A
qa_4619,D,1,1,D,1,1,D
qa_4649,B,1,1,B,1,1,B
qa_4657,A,1,1,A,1,1,A
qa_4678,A,1,1,A,1,1,A
qa_4682,D,1,1,D,1,1,D
qa_4702,A,1,1,A,1,1,A
qa_4703,C,1,1,C,1,1,C
qa_4704,B,1,1,B,1,1,B
qa_4710,A,0,0,C,0,0,C
qa_4712,A,1,1,A,1,1,A
qa_4713,A,1,1,A,1,1,A
qa_4742,A,1,1,A,1,1,A
qa_4743,B,0,1,B,0,1,B
qa_4748,C,1,1,C,1,1,C
qa_4758,D,1,1,D,1,1,D
qa_4794,D,1,1,D,1,1,D
qa_4842,B,0,1,B,0,1,B
qa_4847,C,1,1,C,1,1,C
qa_4848,A,1,1,A,1,1,A
qa_4856,B,1,1,B,1,1,B
qa_4874,A,1,1,A,1,1,A
qa_4877,D,1,1,D,1,1,D
qa_4891,C,1,1,C,1,1,C
qa_4909,C,1,1,C,1,1,C
qa_4916,B,1,1,B,1,1,B
qa_4919,B,1,1,B,1,1,B
qa_4936,B,1,1,B,1,1,B
qa_4938,A,1,1,A,1,1,A
qa_497,A,1,1,A,1,1,A
qa_4985,C,1,1,C,1,1,C
qa_4994,C,1,1,C,1,1,C
qa_4998,A,1,1,A,1,1,A
qa_5041,C,1,1,C,1,1,C
qa_5052,C,1,1,C,1,1,C
qa_5055,B,1,1,B,1,1,B
qa_5070,D,1,1,D,1,1,D
qa_5076,C,0,0,B,0,0,B
qa_5080,D,1,1,D,1,1,D
qa_5092,D,1,1,D,1,1,D
qa_5093,C,1,1,C,1,1,C
qa_5121,D,0,0,A,0,0,A
qa_5130,D,1,1,D,1,1,D
qa_5144,C,0,0,D,0,0,D
qa_5153,B,1,1,B,1,1,B
qa_5157,C,1,1,C,1,1,C
qa_5165,A,0,1,A,0,1,A
qa_5173,B,1,1,B,1,1,B
qa_5175,C,1,1,C,1,1,C
qa_5180,B,0,1,B,0,1,B
qa_5189,A,1,1,A,1,1,A
qa_5208,B,1,1,B,1,1,B
qa_5210,B,1,1,B,1,1,B
qa_523,D,1,1,D,1,1,D
qa_5238,B,1,1,B,1,1,B
qa_5242,C,1,1,C,1,1,C
qa_5252,C,1,1,C,1,1,C
qa_5253,A,1,1,A,1,1,A
qa_5259,B,1,1,B,1,1,B
qa_526,A,1,1,A,1,1,A
qa_5270,A,1,1,A,1,1,A
qa_5278,C,0,1,C,0,1,C
qa_5283,C,1,1,C,1,1,C
qa_5287,D,1,1,D,1,1,D
qa_5295,D,1,1,D,1,1,D
qa_5302,A,0,1,A,0,1,A
qa_5316,D,1,1,D,1,1,D
qa_5324,C,1,1,C,1,1,C
qa_5334,B,1,1,B,1,1,B
qa_5338,B,1,1,B,1,1,B
qa_5345,A,1,1,A,1,1,A
qa_5362,B,0,0,C,0,0,C
qa_5367,A,1,1,A,1,1,A
qa_5371,C,0,0,A,0,0,A
qa_5386,A,0,0,B,0,0,B
qa_5387,B,1,1,B,1,1,B
qa_5395,D,1,1,D,1,1,D
qa_5399,C,1,1,C,1,1,C
qa_5412,D,1,0,C,1,0,C
qa_5457,D,1,1,D,1,1,D
qa_5464,B,1,1,B,1,1,B
qa_5470,D,0,0,A,0,0,A
qa_5488,D,0,1,D,0,1,D
qa_5521,B,1,1,B,1,1,B
qa_5523,A,1,1,A,1,1,A
qa_5532,C,1,1,C,1,1,C
qa_5571,A,1,1,A,1,1,A
qa_5604,D,1,1,D,1,1,D
qa_5605,C,1,1,C,1,1,C
qa_561,A,1,1,A,1,1,A
qa_5646,A,1,1,A,1,1,A
qa_5663,B,1,1,B,1,1,B
qa_5672,C,0,0,A,0,0,A
qa_5685,A,0,0,B,0,0,B
qa_5687,C,1,1,C,1,1,C
qa_5688,C,0,0,B,0,0,B
qa_5695,B,1,1,B,1,1,B
qa_57,A,0,0,B,0,0,B
qa_5704,C,1,1,C,1,1,C
qa_5705,D,1,1,D,1,1,D
qa_5714,A,1,1,A,1,1,A
qa_5726,B,1,1,B,1,1,B
qa_5729,A,1,1,A,1,1,A
qa_5763,C,1,1,C,1,1,C
qa_5790,A,1,1,A,1,1,A
qa_5809,D,1,1,D,1,1,D
qa_5814,B,1,1,B,1,1,B
qa_5821,C,1,1,C,1,1,C
qa_5823,D,1,1,D,1,1,D
qa_5880,A,1,1,A,1,1,A
qa_5909,A,1,1,A,1,1,A
qa_5915,A,1,1,A,1,1,A
qa_5918,A,0,1,A,0,1,A
qa_592,D,1,1,D,1,1,D
qa_5952,C,1,1,C,1,1,C
qa_5968,D,1,1,D,1,1,D
qa_5969,C,1,1,C,1,1,C
qa_5972,A,1,1,A,1,1,A
qa_5995,C,1,1,C,1,1,C
qa_600,A,1,1,A,1,1,A
qa_6011,B,1,1,B,1,1,B
qa_6021,D,1,1,D,1,1,D
qa_6027,A,1,1,A,1,1,A
qa_6032,B,1,1,B,1,1,B
qa_6033,B,1,1,B,1,1,B
qa_6043,C,1,1,C,1,1,C
qa_6044,B,1,1,B,1,1,B
qa_6048,C,1,1,C,1,1,C
qa_6051,B,1,1,B,1,1,B
qa_6062,B,1,1,B,1,1,B
qa_6069,A,1,1,A,1,1,A
qa_6070,D,1,1,D,1,1,D
qa_6072,B,1,1,B,1,1,B
qa_6073,B,1,1,B,1,1,B
qa_6079,D,1,1,D,1,1,D
qa_6080,A,1,1,A,1,1,A
qa_6083,C,1,1,C,1,1,C
qa_6087,B,1,1,B,1,1,B
qa_6089,D,1,1,D,1,1,D
qa_6090,D,1,1,D,1,1,D
qa_6092,C,1,1,C,1,1,C
qa_6096,D,1,1,D,1,1,D
qa_6098,B,1,0,A,1,1,B
qa_6099,A,1,1,A,1,1,A
qa_6106,E,1,1,E,1,0,A
qa_611,A,1,1,A,1,1,A
qa_6116,B,1,1,B,1,1,B
qa_6122,A,1,1,A,1,1,A
qa_6124,B,1,1,B,1,1,B
qa_6135,A,1,1,A,1,1,A
qa_6140,A,1,1,A,1,1,A
qa_6145,C,1,1,C,1,1,C
qa_6147,D,0,0,C,0,1,D
qa_6150,C,1,1,C,1,1,C
qa_6151,B,1,1,B,1,1,B
qa_6155,B,0,0,D,0,0,A
qa_6156,A,0,0,B,0,0,B
qa_6159,B,1,1,B,1,1,B
qa_6171,B,1,1,B,1,1,B
qa_6173,A,1,1,A,1,1,A
qa_6176,A,1,1,A,1,1,A
qa_6190,D,1,1,D,1,1,D
qa_6193,B,1,1,B,1,1,B
qa_6198,B,1,1,B,1,1,B
qa_6200,A,1,1,A,1,1,A
qa_6202,B,1,1,B,1,1,B
qa_6208,C,1,1,C,1,1,C
qa_6216,A,0,1,A,0,1,A
qa_6222,A,1,1,A,1,1,A
qa_6229,D,1,1,D,1,1,D
qa_6238,A,1,1,A,1,1,A
qa_6243,D,1,1,D,1,1,D
qa_6245,A,1,1,A,1,1,A
qa_6247,A,1,1,A,1,1,A
qa_625,A,1,1,A,1,1,A
qa_6250,A,1,1,A,1,1,A
qa_6251,D,1,1,D,1,1,D
qa_6252,A,1,1,A,1,1,A
qa_6254,C,1,1,C,1,1,C
qa_6258,B,1,1,B,1,1,B
qa_6259,C,0,1,C,0,1,C
qa_6263,C,1,1,C,1,1,C
qa_6272,B,1,1,B,1,1,B
qa_6275,D,1,1,D,1,1,D
qa_6276,D,1,1,D,1,1,D
qa_6278,A,1,1,A,1,1,A
qa_6279,B,1,1,B,1,1,B
qa_6281,A,1,1,A,1,1,A
qa_6282,B,1,1,B,1,1,B
qa_6290,A,1,1,A,1,1,A
qa_6291,E,0,0,B,0,0,A
qa_6292,A,1,1,A,1,1,A
qa_6294,A,0,1,A,0,1,A
qa_6299,A,1,1,A,1,1,A
qa_6302,A,0,0,B,0,0,B
qa_6309,C,1,1,C,1,1,C
qa_6313,B,1,1,B,1,1,B
qa_6318,B,1,1,B,1,1,B
qa_6319,C,1,1,C,1,1,C
qa_6324,A,0,1,A,0,1,A
qa_6327,A,1,1,A,1,1,A
qa_6332,A,1,1,A,1,1,A
qa_6335,C,1,1,C,1,1,C
qa_6340,A,0,1,A,0,1,A
qa_6344,A,1,1,A,1,1,A
qa_6345,B,1,1,B,1,1,B
qa_6348,C,1,1,C,1,1,C
qa_6350,C,1,1,C,1,1,C
qa_6356,B,1,1,B,1,1,B
qa_6357,D,0,1,D,0,1,D
qa_6361,A,1,1,A,1,1,A
qa_6362,D,1,1,D,1,1,D
qa_6367,B,1,1,B,1,1,B
qa_6368,B,1,1,B,1,1,B
qa_6371,A,1,1,A,1,1,A
qa_6375,B,1,1,B,1,1,B
qa_6382,A,1,1,A,1,1,A
qa_6384,B,1,1,B,1,1,B
qa_6385,C,0,1,C,0,1,C
qa_6388,B,1,1,B,1,1,B
qa_6394,C,1,1,C,1,1,C
qa_6397,C,1,1,C,1,1,C
qa_6399,A,1,1,A,1,0,B
qa_6400,C,0,0,A,0,0,A
qa_6401,C,1,1,C,1,1,C
qa_6409,B,1,1,B,1,1,B
qa_6418,B,1,1,B,1,1,B
qa_6422,D,0,0,A,0,0,A
qa_6429,B,1,1,B,1,1,B
qa_6434,A,0,0,B,0,0,B
qa_6436,C,1,1,C,1,1,C
qa_6438,C,1,1,C,1,1,C
qa_6440,A,1,1,A,1,1,A
qa_6444,C,1,1,C,1,1,C
qa_6452,D,1,1,D,1,1,D
qa_6457,A,1,1,A,1,1,A
qa_6462,C,1,1,C,1,1,C
qa_6466,C,1,1,C,1,1,C
qa_6467,A,1,1,A,1,1,A
qa_6473,B,1,1,B,1,1,B
qa_6475,C,1,1,C,1,1,C
qa_6487,D,1,1,D,1,1,D
qa_6488,B,1,1,B,1,1,B
qa_6491,A,1,1,A,1,1,A
qa_6496,C,1,1,C,1,1,C
qa_6500,A,1,1,A,1,1,A
qa_6502,A,1,1,A,1,1,A
qa_6505,C,0,0,B,0,1,C
qa_6507,C,1,1,C,1,1,C
qa_6508,C,1,1,C,1,1,C
qa_6510,A,1,1,A,1,1,A
qa_6517,D,1,1,D,1,1,D
qa_6519,A,0,0,B,0,0,B
qa_6530,D,1,1,D,1,1,D
qa_6548,B,1,1,B,1,1,B
qa_6568,A,0,0,B,0,1,A
qa_6569,A,0,0,C,0,0,C
qa_6573,A,1,0,D,1,1,A
qa_6574,D,1,1,D,1,1,D
qa_6589,B,1,1,B,1,1,B
qa_6592,D,0,1,D,0,1,D
qa_6596,B,1,1,B,1,1,B
qa_660,E,0,0,A,0,0,A
qa_6609,D,0,1,D,0,1,D
qa_6618,B,1,1,B,1,1,B
qa_6620,A,1,1,A,1,1,A
qa_6627,B,1,1,B,1,1,B
qa_6650,B,0,0,A,0,0,A
qa_6659,C,1,1,C,1,1,C
qa_6666,D,1,1,D,1,1,D
qa_6699,C,1,1,C,1,1,C
qa_6709,B,1,1,B,1,1,B
qa_6741,C,1,1,C,1,1,C
qa_6743,D,1,1,D,1,1,D
qa_6744,B,1,1,B,1,1,B
qa_6751,A,1,1,A,1,1,A
qa_6771,B,0,1,B,0,1,B
qa_6787,C,1,1,C,1,1,C
qa_6804,C,1,1,C,1,1,C
qa_6859,C,1,1,C,1,1,C
qa_6864,B,1,1,B,1,1,B
qa_687,C,0,0,A,0,0,A
qa_6879,C,1,1,C,1,1,C
qa_6882,D,1,1,D,1,1,D
qa_6885,A,1,0,B,1,0,B
qa_6895,A,0,0,B,0,0,B
qa_6903,A,1,1,A,1,1,A
qa_6906,A,1,1,A,1,1,A
qa_6909,A,1,1,A,1,1,A
qa_6912,E,1,1,E,1,1,E
qa_6913,A,0,1,A,0,1,A
qa_6914,D,1,1,D,1,1,D
qa_6927,B,1,1,B,1,1,B
qa_6929,D,1,1,D,1,1,D
qa_6932,B,1,1,B,1,1,B
qa_694,E,1,1,E,1,1,E
qa_6942,D,1,1,D,1,1,D
qa_6948,C,0,0,A,0,0,A
qa_6983,A,0,0,D,0,0,D
qa_6984,D,0,0,B,0,0,B
qa_6997,A,1,1,A,1,1,A
qa_6998,E,1,1,E,1,1,E
qa_7035,A,1,1,A,1,1,A
qa_7038,B,1,1,B,1,1,B
qa_7039,D,0,0,A,0,0,A
qa_7047,B,1,1,B,1,1,B
qa_705,E,0,0,A,0,0,A
qa_7065,D,1,1,D,1,1,D
qa_7079,D,1,1,D,1,1,D
qa_7160,C,1,1,C,1,1,C
qa_7196,B,1,1,B,1,1,B
qa_7205,B,1,1,B,1,1,B
qa_7209,C,1,1,C,1,1,C
qa_721,A,1,1,A,1,1,A
qa_7229,A,1,1,A,1,1,A
qa_7232,B,1,1,B,1,1,B
qa_7269,B,1,1,B,1,1,B
qa_7290,D,1,1,D,1,1,D
qa_7307,A,1,1,A,1,1,A
qa_7332,B,1,1,B,1,1,B
qa_7360,B,1,1,B,1,1,B
qa_740,B,0,0,C,0,0,A
qa_7423,E,0,0,B,0,0,B
qa_7428,C,1,1,C,1,1,C
qa_7440,C,0,0,B,0,0,B
qa_7442,A,0,0,B,0,0,B
qa_7531,D,1,1,D,1,1,D
qa_754,A,1,1,A,1,1,A
qa_7551,C,1,1,C,1,1,C
qa_7559,C,1,1,C,1,1,C
qa_757,J,0,0,D,0,0,D
qa_7572,A,1,1,A,1,1,A
qa_7582,B,1,1,B,1,1,B
qa_7599,D,1,1,D,1,1,D
qa_7604,B,1,1,B,1,1,B
qa_7613,B,1,1,B,1,1,B
qa_7619,B,1,1,B,1,1,B
qa_7629,C,1,1,C,1,1,C
qa_7632,A,1,1,A,1,1,A
qa_7635,A,0,1,A,0,0,B
qa_7637,D,1,1,D,1,1,D
qa_7642,A,1,1,A,1,1,A
qa_7644,B,1,1,B,1,1,B
qa_7653,D,0,0,A,0,1,D
qa_7658,C,1,1,C,1,1,C
qa_7661,B,1,1,B,1,1,B
qa_7667,B,1,1,B,1,1,B
qa_7669,A,1,0,B,1,0,B
qa_7678,B,0,1,B,0,1,B
qa_7683,D,0,0,C,0,0,C
qa_7689,D,0,0,B,0,0,A
qa_7693,C,0,0,B,0,0,B
qa_7694,A,1,1,A,1,1,A
qa_7696,A,1,1,A,1,1,A
qa_7697,A,0,0,B,0,0,B
qa_7700,B,1,1,B,1,1,B
qa_7706,A,1,1,A,1,1,A
qa_7711,D,1,1,D,1,1,D
qa_7723,D,0,1,D,0,1,D
qa_7729,C,1,1,C,1,1,C
qa_7730,C,1,1,C,1,1,C
qa_7733,B,1,1,B,1,1,B
qa_7745,B,1,1,B,1,1,B
qa_7747,B,1,1,B,1,1,B
qa_7749,C,1,1,C,1,1,C
qa_7758,A,1,1,A,1,1,A
qa_7761,C,1,1,C,1,1,C
qa_7764,B,1,1,B,1,1,B
qa_7776,C,1,1,C,1,0,B
qa_7779,C,1,1,C,1,1,C
qa_778,A,1,1,A,1,1,A
qa_7782,C,1,1,C,1,1,C
qa_7786,D,1,1,D,1,1,D
qa_7790,D,1,1,D,1,1,D
qa_7792,D,1,1,D,1,1,D
qa_7795,A,1,1,A,1,1,A
qa_7796,A,1,1,A,1,1,A
qa_7799,B,1,1,B,1,1,B
qa_7800,B,1,1,B,1,1,B
qa_7801,B,0,1,B,0,0,C
qa_7805,B,1,1,B,1,1,B
qa_7808,D,1,1,D,1,1,D
qa_7817,A,0,1,A,0,1,A
qa_7820,C,1,1,C,1,1,C
qa_7833,B,1,1,B,1,1,B
qa_7840,A,1,1,A,1,1,A
qa_7848,B,0,0,C,0,0,C
qa_7855,C,1,1,C,1,1,C
qa_7856,D,1,1,D,1,1,D
qa_7860,A,1,1,A,1,1,A
qa_7862,A,1,1,A,1,1,A
qa_7878,C,1,1,C,1,1,C
qa_7890,B,1,1,B,1,1,B
qa_7891,C,1,1,C,1,1,C
qa_7901,C,1,1,C,1,1,C
qa_7903,D,0,0,A,0,0,A
qa_7908,C,1,1,C,1,1,C
qa_7911,B,0,0,D,0,0,D
qa_7912,D,1,1,D,1,1,D
qa_7918,C,1,1,C,1,1,C
qa_7919,A,1,1,A,1,1,A
qa_7930,B,1,1,B,1,1,B
qa_7933,D,1,1,D,1,1,D
qa_7937,B,1,1,B,1,1,B
qa_7940,D,1,1,D,1,1,D
qa_7941,C,0,1,C,0,1,C
qa_7942,D,0,1,D,0,1,D
qa_7951,D,1,1,D,1,1,D
qa_7958,A,1,1,A,1,1,A
qa_7963,A,0,0,D,0,0,D
qa_7966,D,1,1,D,1,1,D
qa_7968,A,1,1,A,1,1,A
qa_7971,B,1,1,B,1,1,B
qa_7975,D,1,1,D,1,1,D
qa_7991,C,1,1,C,1,1,C
qa_7998,B,1,1,B,1,1,B
qa_8002,B,1,1,B,1,0,D
qa_8004,B,0,0,C,0,0,C
qa_8006,B,1,1,B,1,1,B
qa_8010,D,0,1,D,0,1,D
qa_8013,A,1,1,A,1,1,A
qa_8032,A,1,1,A,1,1,A
qa_8039,B,0,1,B,0,1,B
qa_8040,B,0,1,B,0,1,B
qa_8043,A,1,1,A,1,1,A
qa_8050,B,0,0,A,0,0,A
qa_8055,C,1,1,C,1,1,C
qa_8067,A,0,0,B,0,1,A
qa_807,B,1,1,B,1,1,B
qa_8077,A,1,1,A,1,1,A
qa_8087,D,1,1,D,1,1,D
qa_8114,C,1,1,C,1,1,C
qa_812,B,0,0,A,0,0,A
qa_8122,C,1,1,C,1,1,C
qa_8126,C,0,1,C,0,1,C
qa_8131,D,1,1,D,1,1,D
qa_8133,B,1,1,B,1,1,B
qa_8134,C,1,1,C,1,1,C
qa_8143,B,1,1,B,1,1,B
qa_8145,B,1,1,B,1,1,B
qa_8147,B,1,1,B,1,1,B
qa_8151,B,1,1,B,1,1,B
qa_8157,B,0,1,B,0,1,B
qa_8162,B,1,1,B,1,1,B
qa_8172,A,0,0,D,0,0,D
qa_8177,B,1,1,B,1,1,B
qa_8182,C,1,1,C,1,1,C
qa_8183,D,1,1,D,1,1,D
qa_8191,D,1,1,D,1,1,D
qa_8198,C,1,1,C,1,1,C
qa_8203,D,0,1,D,0,1,D
qa_8222,B,1,0,A,1,1,B
qa_8226,B,1,1,B,1,1,B
qa_8228,B,1,1,B,1,1,B
qa_8231,A,1,1,A,1,1,A
qa_8249,A,1,1,A,1,1,A
qa_8256,B,1,1,B,1,1,B
qa_8258,D,1,1,D,1,1,D
qa_8268,C,1,1,C,1,1,C
qa_8269,D,1,1,D,1,1,D
qa_827,A,1,1,A,1,1,A
qa_8277,D,0,1,D,0,1,D
qa_8281,C,1,1,C,1,1,C
qa_8285,D,0,0,A,0,0,A
qa_8305,B,1,1,B,1,1,B
qa_8306,C,1,1,C,1,1,C
qa_8330,A,1,1,A,1,1,A
qa_8333,C,1,1,C,1,1,C
qa_8360,B,1,1,B,1,1,B
qa_8361,B,1,1,B,1,1,B
qa_8365,C,1,1,C,1,1,C
qa_837,D,1,1,D,1,1,D
qa_8374,B,1,1,B,1,1,B
qa_8377,D,0,0,B,0,0,B
qa_8379,C,1,1,C,1,1,C
qa_8394,B,1,1,B,1,1,B
qa_8399,B,1,1,B,1,1,B
qa_8404,D,1,1,D,1,1,D
qa_8409,D,1,1,D,1,1,D
qa_8414,A,1,1,A,1,1,A
qa_8424,A,1,1,A,1,1,A
qa_8425,C,1,1,C,1,1,C
qa_8426,B,0,1,B,0,1,B
qa_8428,D,1,1,D,1,1,D
qa_8440,B,1,1,B,1,0,A
qa_8441,C,1,1,C,1,1,C
qa_8442,B,1,1,B,1,1,B
qa_8443,C,1,1,C,1,0,A
qa_8447,A,1,1,A,1,1,A
qa_8448,A,0,0,B,0,0,B
qa_8452,C,0,0,B,0,1,C
qa_8457,D,1,1,D,1,1,D
qa_8459,C,1,1,C,1,1,C
qa_8467,C,1,1,C,1,1,C
qa_8476,B,0,1,B,0,1,B
qa_8481,A,1,1,A,1,1,A
qa_8486,C,1,1,C,1,1,C
qa_8492,B,1,1,B,1,1,B
qa_8496,A,1,1,A,1,1,A
qa_8500,D,1,1,D,1,1,D
qa_8501,C,1,1,C,1,1,C
qa_8508,B,0,1,B,0,0,D
qa_8511,A,1,1,A,1,1,A
qa_8512,B,1,1,B,1,1,B
qa_8513,D,1,1,D,1,1,D
qa_8514,B,1,1,B,1,1,B
qa_8517,A,1,1,A,1,1,A
qa_8519,C,1,1,C,1,1,C
qa_8527,D,1,1,D,1,1,D
qa_8528,D,1,1,D,1,1,D
qa_8531,D,1,1,D,1,1,D
qa_8533,B,1,1,B,1,1,B
qa_8543,A,1,1,A,1,1,A
qa_8554,C,1,1,C,1,1,C
qa_8556,C,0,0,A,0,0,A
qa_8559,D,1,1,D,1,1,D
qa_8560,A,0,0,B,0,0,B
qa_8573,C,1,1,C,1,1,C
qa_8581,D,1,1,D,1,1,D
qa_8583,D,0,1,D,0,1,D
qa_8589,D,1,1,D,1,1,D
qa_8597,A,1,1,A,1,1,A
qa_8600,D,1,1,D,1,1,D
qa_8613,A,1,1,A,1,1,A
qa_8615,A,1,1,A,1,1,A
qa_8618,C,1,1,C,1,1,C
qa_8629,C,1,1,C,1,1,C
qa_863,A,1,1,A,1,1,A
qa_8632,A,1,1,A,1,1,A
qa_8635,A,1,1,A,1,1,A
qa_8639,A,0,0,B,0,0,B
qa_8643,B,1,1,B,1,1,B
qa_8644,B,1,1,B,1,1,B
qa_8645,C,1,1,C,1,1,C
qa_8648,B,1,1,B,1,1,B
qa_8654,B,0,0,A,0,0,A
qa_8658,C,1,1,C,1,1,C
qa_8664,A,1,1,A,1,1,A
qa_8675,B,0,0,D,0,0,D
qa_8679,A,1,1,A,1,1,A
qa_8681,A,1,1,A,1,1,A
qa_8686,C,1,1,C,1,1,C
qa_8694,D,1,1,D,1,1,D
qa_8695,C,1,1,C,1,1,C
qa_8704,C,1,1,C,1,1,C
qa_8705,C,1,1,C,1,1,C
qa_8712,D,1,1,D,1,1,D
qa_8717,D,1,1,D,1,1,D
qa_8719,B,1,1,B,1,1,B
qa_8726,D,0,1,D,0,0,A
qa_8728,D,1,1,D,1,1,D
qa_8735,B,1,1,B,1,1,B
qa_8739,A,1,1,A,1,1,A
qa_8740,E,0,0,A,0,0,A
qa_8743,D,1,1,D,1,1,D
qa_8744,A,1,1,A,1,1,A
qa_8756,C,1,1,C,1,1,C
qa_8759,A,1,1,A,1,1,A
qa_8767,D,1,1,D,1,1,D
qa_8779,A,1,1,A,1,1,A
qa_8782,B,1,1,B,1,1,B
qa_8787,B,0,0,D,0,0,D
qa_8792,C,1,1,C,1,1,C
qa_8796,A,1,1,A,1,1,A
qa_8801,D,0,1,D,0,1,D
qa_8803,D,0,0,A,0,0,A
qa_8805,D,1,1,D,1,1,D
qa_8806,B,1,1,B,1,1,B
qa_8814,A,1,1,A,1,1,A
qa_8819,A,1,1,A,1,1,A
qa_8825,C,1,1,C,1,1,C
qa_8828,D,1,1,D,1,1,D
qa_8829,C,0,1,C,0,1,C
qa_8831,A,1,1,A,1,1,A
qa_8833,C,1,1,C,1,1,C
qa_8837,D,1,1,D,1,1,D
qa_8844,D,1,1,D,1,1,D
qa_8851,B,1,1,B,1,1,B
qa_8858,C,1,1,C,1,1,C
qa_8859,A,1,1,A,1,1,A
qa_8862,A,1,1,A,1,1,A
qa_8866,C,1,1,C,1,1,C
qa_8870,C,1,1,C,1,1,C
qa_8873,D,1,1,D,1,1,D
qa_8874,A,1,1,A,1,1,A
qa_8876,D,1,1,D,1,1,D
qa_8881,C,1,1,C,1,1,C
qa_8888,B,1,1,B,1,1,B
qa_8890,C,1,1,C,1,1,C
qa_8901,D,0,1,D,0,0,A
qa_8902,C,1,1,C,1,1,C
qa_8911,B,1,1,B,1,1,B
qa_8912,D,1,1,D,1,1,D
qa_8913,A,1,1,A,1,1,A
qa_8917,A,1,1,A,1,1,A
qa_8918,B,1,1,B,1,0,A
qa_8920,A,1,1,A,1,1,A
qa_8926,A,1,1,A,1,1,A
qa_8928,C,1,1,C,1,1,C
qa_8933,C,1,1,C,1,1,C
qa_8934,D,1,1,D,1,1,D
qa_8935,D,1,1,D,1,1,D
qa_8936,A,1,1,A,1,1,A
qa_8938,C,1,1,C,1,1,C
qa_8943,B,1,1,B,1,1,B
qa_8949,C,1,1,C,1,1,C
qa_8953,B,1,1,B,1,1,B
qa_8955,B,0,1,B,0,1,B
qa_8957,B,1,1,B,1,1,B
qa_8958,B,1,1,B,1,1,B
qa_8961,A,1,1,A,1,0,D
qa_8963,B,0,1,B,0,1,B
qa_8970,C,1,1,C,1,1,C
qa_8971,B,1,1,B,1,1,B
qa_8975,D,1,1,D,1,1,D
qa_8979,B,1,1,B,1,1,B
qa_8982,A,0,1,A,0,0,B
qa_9000,A,1,1,A,1,1,A
qa_9003,A,1,1,A,1,1,A
qa_9009,A,0,1,A,0,1,A
qa_9015,B,1,1,B,1,1,B
qa_9016,D,1,1,D,1,1,D
qa_9019,B,1,1,B,1,1,B
qa_9020,A,1,1,A,1,1,A
qa_9022,D,1,1,D,1,1,D
qa_9029,B,0,0,D,0,0,D
qa_905,E,0,0,B,0,0,B
qa_9057,A,1,1,A,1,1,A
qa_9073,B,1,1,B,1,1,B
